ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE NO.,EMAIL,SECTOR,SIZE,,,,
ALHASSAN'S GRINDING MILL,ADJACENT NABIHIYALANAYILI,,NABIHIYA,NABIHIYA,,0508687473,,INDUSTRY,A,,,,
ALHASSN BINTU ENT,INFRONT OF COW MARKET,YENDI ROAD,NAKOHIGU FONG,GUSHEGU,,0207300070,,SERVICE,A,,,,
ALI ENTERPRISE,BEHIND IMAM YILI MOSQUE,,ZINIDO,ZINIDO,,,,SERVICE,A,,,,
ALIDU'S CORN MILL MACHINE,OUTSKITS OF NACHINAA FONG,NACHINE FONG ROAD,NAWUHUGU,NAWUHUGU,,0507555101,,INDUSTRY,A,,,,
ALIDU'S GRINDING MILL,ALIDU KWABENA'S HOUSE,NALOGU ROAD,NYORIN,NYORIN,,,,INDUSTRY,A,,,,
ALIRA FOOD COMPLEX,ADJACENT AZARA'S ROAD,GUSHEGU ROAD,KPATINGA,KPATINGA,,,,SERVICE,A,,,,
AMA DRINKING SPOT,BESIDE FATIMA'S SPOT,,DAMANKUNG,DAMANKUNG,,0544732196,,SERVICE,A,,,,
AMA TAILOR SHOP,ATTATCHED TO MR ANTHONY HOSUE,KPATIMGA ROAD,KAIMO,KANIMO,,0548411645,,INDUSTRY,A,,,,
AMIDU NAWUGU STORE,INFRONT OF YORUBA HOUSE,HOSPITAL ROAD,GARECHE FONG,GUSHEGU,,0249574276,,SERVICE,A,,,,
AMIDU RASHID SLAUGHTER  HOUSE,DAJACENT POST OFFICE,SALAA ROAD,NAKOHIGU FONG,GUSHEGU,,0246923554,,SERVICE,A,,,,
AMIDU'S CORN MILL,AMIDU'S HOUSE KATAMBUGLI NEAR THE CHIEF PALACE,,KATAMBUGLI,KATAMBUGLI,,,,INDUSTRY,A,,,,
AMIDU'S GRINDING MILL,BEHIND CHIEF'S PALACE,,YANKAZIA,YANKAZIA,,,,INDUSTRY,A,,,,
AMINA BAKO'S SHOP,JUST BU JAKPAGILI SHOP,WONECHIKI ROAD,ZONGO AREA,NABULI,,0205756025,,INDUSTRY,A,,,,
AMINA TAILORING SHOP,INFRONT OF GABA'S HOUSE ON THE MAIN ROAD,,BULUGU,BULUGU,,0207852346,,INDUSTRY,A,,,,
AMINA'S CHOP BAR,WITHIN THE MARKET,MARKET ROAD,MANCHERI,MANCHERI,,0200421996,,SERVICE,A,,,,
AMINA'S CHOP BAR,WITHIN THE MARKET,KATANI ROAD,MANCHERI,MANCHERI,,,,SERVICE,A,,,,
AMINA'S TAILORING SHOP,OPPOSITE GOD DAY PROVISION SHOP,YENDI ROAD,NAKOHIGU FONG,GUSHEGU,,0205601223,,INDUSTRY,A,,,,
AMINU YAKUBU ENT,OPPOSITE  D/A JUNIOR HIGH SCHOOL GUSHEGU,BAWKU ROAD,GARICHE FONG,GUSHEGU,,0243701637,,SERVICE,A,,,,
AMINU'S PROVISION STORE,BEHIND KORIMAA'S HOUSE,KPATINGA GA ROAD,MAAZIJUNG,KPATINGA,,0208074166,,SERVICE,A,,,,
AMOS DRINKS SPOT,BY GBENDLI ROAD RIGHT HAND SIDE OF MANG,GBENDLI ROAD,MANG,MANG,,,,SERVICE,A,,,,
ANDANI CORN MILL,OPPOSITE BILIBAG'S,,YIYAMBA,YIYAMBA,,,,INDUSTRY,A,,,,
ANDANI GRINDING MILL,ADJACENT ANDANI'S HOUSE,,PRUNGUNA,PRUNGUNA,,,,INDUSTRY,A,,,,
ANIMYILI MOSQUE,BEHIND CHIEF PALACE,SAGULI ROAD,GALWEI,GALWEI,,0209819936,,SERVICE,A,,,,
ANKARAMA MOSQUE,BEHIND ABU'S ENT,KARAGA ROAD,YAGLANFONG,GUSHEGU,,0209815784,,SERVICE,A,,,,
ANTE MADINA STORE,BEHIND RATA TANI'S FUN CLUB,DISTRICT ASSEMBLY ROAD,NAKOHIGU FONG,GUSHEGU,,0503069304,,SERVICE,A,,,,
ANYASI FUEL SHOP,INFRONT OF NPP PAVELON BESIDE BABA PROVISION SHOP,,NAKUNGA,NAKUNGU,,0205640041,,SERVICE,A,,,,
APPOLO REST & GUEST HSE.,NAWULI JUNCTION,,NAWULI JUNCTION,NABULI,"POST OFFICE BOX 49, NAWULI JUNCTION",,,SERVICE,A,,,,
APPOLO REST.& GUEST HSE.,NAWULI JUNCTION,,NAWULI JUNCTION,NABULI,"POST OFFICE BOX 49, NAWULI JUNCTION",,,SERVICE,A,,,,
ARIBOOPDOO MOSQUE,NEAR ARIBOODOPO HOUSE,TIJO ROAD,BOGO,BOG,,0548369882,,SERVICE,A,,,,
ARIJA' TAILORING SHOP,OPPOSITE G.E.S OOFFICE,KARAGA ROAD,NYILI FONG,GUSHEGU,,0209736393,,INDUSTRY,A,,,,
ARISHETU PROVION STORE,INFRONT OF SANLAYILI,BULUGU ROAD,GUMONAAYILI,GUMONAYILI,,0545517931,,SERVICE,A,,,,
ASAKINA BAR,OPPOSITE POST OFFICE,YENDI ROAD,MARKET,GUSHEGU,,0545380663,,SERVICE,A,,,,
ASAMIATU FOOD VENTURES,BEHIND TEACHER MANSON HOUSE,CENTRAL MOSQUE ROAD,NAKOHIGU FONG,GUSHEGU,,0200299323,,SERVICE,A,,,,
ASANA'S TAILOR SHOP,ADJACENT ABU'S SPECIAL RICE,GUSHEGU ROAD,KPATINGA,KPATINGA,,0507124631,,INDUSTRY,A,,,,
ASSEMBILIES OF GOD CHURCH,NEAR AGRIC QUATERS,WANGBAM ROAD,ZONG AREA,NABULI,,0248359873,,SERVICE,A,,,,
ASSEMBLY MAN'S CHEMICAL STORE,OPPOSITE KPIHIGI NAYILI,PONG TAMALE ROAD,NSIM NI BOMA FONG,GAA,,0249757809,,SERVICE,A,,,,
ATELANA SHOP,OPPOSITE YARINAYILI,SAGULI ROAD,GALWEI,GALWEI,,0209431241,,SERVICE,A,,,,
AUDIT SERVICE,ADJACENT DISTRICT ASSEMBLY,KARAGA ROAD,YAGLANFONG,GUSHEGU,,0205837320,,SERVICE,A,,,,
AWABU STORE,ADJACENT CHIRIFO YILI,BOGO ROAD,KPANASHEI,KPANASHEI,,0248281586,,SERVICE,A,,,,
AWABU'S TAILORING SHOP,ADJACENT GES,DAM ROAD,NAKOHIGU FONG,GUSHEGU,,0209425952,,INDUSTRY,A,,,,
AWALA GRINDING MILL,KUMBON CHIEF PALACE,KATANI GBUNDRI ROAD,KUMBON,KUMBON,,0240826866,,INDUSTRY,A,,,,
AWUDU'S GRINDING MILL,OPPOSITE JONBILI HOUSE,,LUNLUWA,LUNLUWA,,,,INDUSTRY,A,,,,
AWUDU'S KEY EXPERTS ENT,TAILOR YILI JUNCTION,YENDI ROAD,LIMAN FONG,GUSHEGU,,0203506947,,SERVICE,A,,,,
AYI PROVISION SHOP,BEHIND NAKUNGA CENTRAL MOSQUE,,NAKUNGA,NAKUNGA,,0207226727,,SERVICE,A,,,,
AYI TAILORING SHOP,OPPOSITE SNITT FLATE VRA OFFICE,YENDI ROAD,NAKOHIGU FONG,GUSHEGU,,0205976749,,INDUSTRY,A,,,,
AYI'S CHOP BAR,OPPOSITE NPP OFFICE,GUSHEGU ROAD,KPATINGU,KPATINGU,,0546910761,,SERVICE,A,,,,
AYISETU'S CHOP BAR,OPPOSITE NAWUHIGU MARKET,KATANI ROAD,NAWUHUGU,NAWUHUGU,,0502335518,,SERVICE,A,,,,
AYISHET CHOP BAR,OPPOSITE BUAHU IMAM YILI MOSQUE,,ZINIDO,ZINIDO,,,,SERVICE,A,,,,
AYISHETU GRINDING MILL,INFRONT OF CHERIFO HOUSE,,NAKUNGA,NAKUNGA,,,,INDUSTRY,A,,,,
AZAARE SCHOOL COMPLEX,BEHIND CLIP OFFICE,BAWKU ROAD,GARICHE FONG,GUSHEGU,,0202179764,,SERVICE,A,,,,
AZARA BOUTIQUE,BETWEEN BIG YOURS BARBERING SALON,YENDI ROAD,GARECHE FONG,GUSHEGU,,0207539691,,SERVICE,A,,,,
AZARA'S CHOP BAR,BEHIND KPATINGA SLAUGHTER HOUSE,GUSHEGU ROAD,KPATINGA,KPATINGA,,,,SERVICE,A,,,,
AZATU SHOP,MARKET STORE NO. W 52,LORRY PARK ROAD,MARKET STORES,GUSHEGU,,0540472641,,SERVICE,A,,,,
AZINDA GRINDING MILL,AZINDO HOUSE BEHIND FOUR HOUSES,NASANDI ROAD,NABALIBA NO 1,NABALIBA NO 1,,,,INDUSTRY,A,,,,
AZINDO GRINDING MILL,OPPOSITE AZINDOW'S HOUSE,,TUM-TUZIE,TUM-TUZIE,,0242082757,,INDUSTRY,A,,,,
AZINDOW DOKURUGU GRINDING MILL,AZINDUW HOUSE,,YESHIE,YESHIE,,,,INDUSTRY,A,,,,
AZINDOW GRINDING MILL,INFRONT OF AZINDOW HOUSE,,GINWOO,GINWOO,,,,INDUSTRY,A,,,,
AZINDOW GRINDING MILL,OPPOSITE ADUYILI L/A PRIMARY SCHOOL,NASANDI ROAD,ADUYILI,ADUYILI,,,,INDUSTRY,A,,,,
AZIZU'S BICYCLE SALES,ADJACENT THE SALAUGHTER HOUSE,YENDI ROAD,KPATINGA,KPATINGA,,0540631183,,SERVICE,A,,,,
BAALARI GRINDING MILL,OPPOSITE CHIMBONI YILI KURIYILI,,CHIMBONI,CHIMBONI,,,,INDUSTRY,A,,,,
BAAMAL'S DRINKS STORE,WITHIN THE MARKET,MARKET ROAD,MANCHERI,MANCHERI,,0541315229,,SERVICE,A,,,,
BABA ANDANI GRINDING MILL,BABA HOUSE,WANTUGU ROAD,GBOGU,GBOGU,,0245392146,,INDUSTRY,A,,,,
BABA CAR AND MOTOR ELECTRICALS SHOP,INFRONT OF GUSHEGU CAMFED OFFICE,HOSPITAL ROAD,HOSPITAL AREA,GUSHEGU,,0206401601,,SERVICE,A,,,,
BABA ENT,INFRONT OF NBA ABDULAI YILI,,DEGBELA,DEGBELA,,,,SERVICE,A,,,,
BABA GIMLI SHOP,ADJACENT ACHIRIYILI,BOGO ROAD,KPANASHEI,KPANASHEI,,0246922515,,SERVICE,A,,,,
BABA IDDRISU SHOP,MARKET STORE NUMBER W 57,YENDI ROAD,MARKET STORES,GUSHEGU,,0243970137,,SERVICE,A,,,,
BABA MUNIRA CHOP BAR,YENDI GUSHEGU ROAD AT  YOUR RIGHT HAND SIDE,YENDI GUSHEGU ROAD,WANTUGU,WANTUGU,,0206314656,,SERVICE,A,,,,
BABA NABUN'S STORE,100 METERS AWAY FROM KPATINGA,KPATINGA ROAD,NABUN,NABUN,,0507863095,,SERVICE,A,,,,
BABA PROVISION STORE,INFRONT OF NPP PAVELON ON THE EASTERN PART OF NAKUNGA,,NAKUNGA,NAKUNGA,,,,SERVICE,A,,,,
BABA'S BABERING SHOP,UNDER MTN POLE TOWER,KPATINGA ROAD,KPATINGA,KPATINGA,,,,SERVICE,A,,,,
BABA'S ELECTRICALS,OPPOSITE BIG ADAM'S HAIR CUT,KPATINGA MARKET SQUARE ROAD,KPATINGA,KPATINGA,,0200729714,,SERVICE,A,,,,
BABA'S GRINDING MILL,INFRONT OF BABA'S HOUSE,,GEOGUTITEGU,GEOGUTITEGU,,,,INDUSTRY,A,,,,
BADACHAM'S GRINDING MILL,NEAR THE SCHOOL,NYINBUNG ROAD,BONTIEGU,BONTIEGU,,0503071655,,INDUSTRY,A,,,,
BAGBEBU SPECIAL FASHION STORE,INFRONT OF TUOZEINAA YILI,,LIM,LIMO,,,,INDUSTRY,A,,,,
BAGBIN GRINDING MILL,OPPOSITE BGBIN HOUSE,NAWUHUGU NABULI ROAD,NAALIGBON,NAALIGBON,,,,INDUSTRY,A,,,,
BAGORI GRINDING MILL,INFRONT OF SAGORI'S HOUSE,,MAKPEDANYA,MAKPEDANYA,,,,INDUSTRY,A,,,,
BALANA'S CORN MILL,OUTSKITS OF NAWUHIGU NEAR NACHINAA FONG,NACHINAA FONG ROAD,NAWUHUGU,NAWUHUGU,,,,INDUSTRY,A,,,,
BALANDURA AGRO-CHEMICAL STORE,NEAR KOFI DRUG STORE JUNCTION,SALAA ROAD,NAKOHIGU FONG,GUSHEGU,,0201966189,,SERVICE,A,,,,
BALOW METAL WORKS ENT,ADJACENT B. ADAMS ENT,SALAA ROAD,NAKOHIGU FONG,GUSHEGU,,0245059220,,INDUSTRY,A,,,,
BAMBULI L/A PRIMARY SCHOOL,LEFT HAND SIDE OF WAKPANG ROAD BAMBULI,WAKPANG ROAD,BAMBULI,BAMBULI,,,,SERVICE,A,,,,
BAMPO GRINDING MILL,INFRONT BAMPO HOUSE,KATANI NABULI ROAD,NAMONGBANI,NAMONGBANI,,,,INDUSTRY,A,,,,
BAMUNU BEAUTY SALON,OPPOSITE NAYUGNAA YILI,KPATINGA NAYUGA ROAD,KPATINGA,KPATINGA,,0204535567,,SERVICE,A,,,,
BARRY WHITE VENTURES,OPPOSITE YORO MUSIC CENTER,SALAA ROAD,GARICHE FONG,GUSHEGU,,0243070689,,SERVICE,A,,,,
BASHARU'S TIRE WORKS,OPPOSITE KPATINGA MARKET,GUSHEGU ROAD,KPATINGA,KPATINGA,,0546202874,,SERVICE,A,,,,
BASHIRU ALHASSAN,INFRONT OF PUBLIC TOILET MARKET,TIZAA ROAD,MARKET,GUSHEGU,,0205704436,,SERVICE,A,,,,
BASIRI'S CORN MILL,BASIRIU'S HOUSE BAMBULI NO 3,,BAMBULI,BAMBULI,,,,INDUSTRY,A,,,,
BATAP GRINDING MILL,INFRONT OF BATAP'S HOUSE,,MAAGA,MAAGA,,0544164216,,INDUSTRY,A,,,,
BATEI CENTRAL MOSQUE,INFRONT OF ZAKARIA HOUSE,KATANI GBUNDRI ROAD,BATEI,BATEI,,,,SERVICE,A,,,,
BATEI D/A PRIMARY SCHOOL,AT THE ENTRANCE OF BATEI FROM GBUNDRI,KATANI GBUNDRI ROAD,BATEI,BATEI,"P. O. BOX GU  20, GUSHEGU",,,SERVICE,A,,,,
BAVIOUS BARBERING SALON,OPPOSITE GHANA EDUCATIO SERVICE OFFICE,KARAGA ROAD,NAYILI FONG,GUSHEGU,,0201999607,,SERVICE,A,,,,
BAWA DOKURUGU GRINDING MILL,BAWA DOKURUGU HOUSE W 30,YENDI GUSHEGU ROAD,WANTUGU,WANTUGU,,0245376812,,INDUSTRY,A,,,,
BAWA'S CORN MILL,BAWA'S HOUSE NEAR MANCHERI,PABUNI ROAD,MANCHERI,MANCHERI,,,,INDUSTRY,A,,,,
BAWA'S CORN MILL,BAWA'S HOUSE KPAKALGA,,KPAKALGA,KPAKALGA,,,,INDUSTRY,A,,,,
BAWA'S FUEL STORE,WITHIN THE MARKET,DIYUGU ROAD,MANCHERI,MANCHERI,,,,SERVICE,A,,,,
BELA N NABRA CHOP BAR,OPPOSITE GAA YIWAG NAA YILI,PONG TAMALE ROAD,N SIM NI BOMA FONG,GAA,,0209428429,,SERVICE,A,,,,
BELANABRA STORE,NEAR TANDOYILI,KPANASHEI ROAD,ZULOGU,ZULOGU,,0506484249,,SERVICE,A,,,,
BELING GRINDING MILL,UNDER THE KAPOK TREES,,GINWOO,GINWOO,,,,INDUSTRY,A,,,,
BERIB D/A PRIMARY SCHOOL,NORTHERN SIDE OF BERIB,KATANI GBUNDRI ROAD,BERIB,BERIB,,0541983619,,SERVICE,A,,,,
BESAGRI DRINKING BAR,INLINE WITH TANI'S PROVISION STORE,,DAMANKUNG,DAMANKUNG,,0247117299,,SERVICE,A,,,,
BETTER CHOP SHOP,ADJACENT FAGUS MAN METAL WORKS,SALAA ROAD,NAAYILIFONG,GUSHEGU,,0243816036,,SERVICE,A,,,,
BIBLE CHURCH OF AFRICA,OPPOSITE LAAK'S HOUSE,NAKOGU ROAD,DINYOGO,DINYOGO,,0242356320,,SERVICE,A,,,,
BIBLE CHURCH OF AFRICA,ADJACENT THE CHIEF CHIEF HOUSE,DAKOGU ROAD,YIDANA,YIDANA,,,,SERVICE,A,,,,
BIDARK GRINDING MILL,INFRONT OF BIDARK HOUSE,,JUNJUN,JUNJUN,,0241120852,,INDUSTRY,A,,,,
BIDOO'S CORN MILL,BIDOO'S HOUSE LALOGLI,,LALOGLI,LALOGLI,,,,INDUSTRY,A,,,,
BIG ADAM HAIR CUT,OPPOSITE BABA'S ELECTRICAL STORE,KPATINGA GAA ROAD,KPATINGA,KPATINGA,,0248998144,,SERVICE,A,,,,
BIG ADAMS BARBERING SALON,BIG SIGN POST ON THE RIGHT,YENDI ROAD,LIMAN FONG,GUSHEGU,,0203496545,,SERVICE,A,,,,
BIG SHOP,INFRONT OF PAGPAG HOUSE,YENDI ROAD,GARICHE FONG,GUSHEGU,,0207862626,,SERVICE,A,,,,
BIJINGURI IDDRISU GRINDING MILL,BY THE CHIEF PALACE,NANGMINBOI ROAD,NABULI NAA FONG,NABULI,,0209843203,,INDUSTRY,A,,,,
BIJOBA'S GRINDING MILL,ADJACENT BIJOBA HOUSE,,BIL-YEMBA,BIL-YENBA,,0547819104,,INDUSTRY,A,,,,
BILA'S CORN MILL,BLILA';S HOUSE DIKPUNG,,DIKPUNG,DIKPUNG,,0509206735,,INDUSTRY,A,,,,
BILAFEM YABDIO GRINDING MIL,INFRONT OF THE MARKET,WONECHKI ROAD,ZONGO AREA,NABULI,,,,INDUSTRY,A,,,,
BILEMA GRINDING MILL,BEHIND THE CHIEF HOUSE,MARKET ROAD,ZANBULI,ZANBULI,,,,INDUSTRY,A,,,,
BILIBAG CORN MIL,ADJACENT YIYABA L/A PRIMARY SCHOOL,,YIYAMBA,YIYAMBA,,,,INDUSTRY,A,,,,
BILINEL'S GRINDING MILL,INFRONT OF BILING HOUSE,,KPEMBIK,KPEMBIK,,0540830754,,INDUSTRY,A,,,,
BILSINGA CHURCH,BEHIND BILSINGA CHIEF'S PALACE,,BILSINGA,BILSINGA,,,,SERVICE,A,,,,
BILSINGA METHODIST PRIMARY SCHOOL,OPPOSITE KAHIM PROVISION STORE,,BILSINGA,BILSINGA,,,,SERVICE,A,,,,
BILSSINGA JUMAH MOSQUE,BEHIND WULANYILI,,BILSINGA,BILSINGA,,,,SERVICE,A,,,,
BINANUJORI GRINDING MILL,30 METERS AWAY FROM JABAB HOUSE,,KORLIK,KORLK,,,,INDUSTRY,A,,,,
BINTOR'S GRINDING MILL,OPPOSITE THE SCHOOL,BONBONG ROAD,SAKOGU AREA,SAKOGU,,,,INDUSTRY,A,,,,
BINTU'S COSMETICS STORE,ADJACENT ALHAJ ADAMS HOUSE,GUSHEGU ROAD,KPATINGA,KPATINGA,,0507172904,,SERVICE,A,,,,
BISIMILA CARPENTRY SHOP,OPPOSITE COW MARKET,YENDI ROAD,NAKOHIGU FONG,GUSHEGU,,0207868825,,INDUSTRY,A,,,,
BISIRIM WAHABU CORN MILL,WAHABU'S HOUSE BAMBULI NO 2,BAMBULI,BAMBULI,BAMBULI,,,,INDUSTRY,A,,,,
BISIRIM'S FUEL STORE,BISIRIM'S HOUSE BEHIND WAKPANG ROAD,WAKPANG ROAD,BAMBULI,BAMBUNI,,,,SERVICE,A,,,,
BIYENBU GRINDING MILL,OPPOSITE BIYENBU'S HOUSE,,MAAGA,MAAGA,,,,INDUSTRY,A,,,,
BIYUW GRINDING MILL,BEHIND BIYUW HOUSE,,WUBANDAN,WUBANDAN,,0249527229,,INDUSTRY,A,,,,
BLACHOL FUEL RETAIL STORE,BUNKANALOLI JUNCTION,GBUNDRI ROAD,KATANI,KATANI,,,,SERVICE,A,,,,
BLAGAM GRINDING MILL,INFRONT OF BLAGAM HOUSE,KATANI NABULI ROAD,NAMONGBANI,NAMONBANI,,,,INDUSTRY,A,,,,
BLAWAM GRINDING MILL,INFRONT OF BLAWAM HOUSE,KATANI NABULI ROAD,NANYIRI,NANYIRI,,0246937286,,INDUSTRY,A,,,,
BLESSED INFANT ACADEMY KPATINGA,"INSIDE GYE NYAME HOUSE, KPATINGA",,GUSHIEGU,GUSHIEGU,"P.O. BOX 20, GUSHIEGU",,,SERVICE,A,,,,
BLESSED INFANTS ACADEMY,,,GUSHIEGU,GUSHIEGU,", GUSHIEGU",,,SERVICE,A,,,,
BLIGIRI CORN MILL,BLIGIRI'S HOUSE NAYAGLI,NAYAGLI ROAD,PABUNI,PABUNI,,,,INDUSTRY,A,,,,
BLUKUN GRINDING MILL,INFRONT OF BLUKUN HOUSE,GBUNDRI ROAD,BATEI,BATEI,,,,INDUSTRY,A,,,,
BMA NAUWN GRINDING MILL,INFRONT OF BMA NAUWN HOUSE,GBUNDRI NABULI ROAD,OBARADE,OBARADE,,0543192583,,INDUSTRY,A,,,,
BOFO YILI GRINDING MILL,NEAR BOFO YILI,ZULOGU ROAD,GALWEI,GALWEI,,0240413166,,INDUSTRY,A,,,,
BOGO LIMAM MOSQUE,BEHIND EZEINAAS HOUSE,TIJO ROAD,BOGO,BOGO,,0241745509,,SERVICE,A,,,,
BOGO PRIMARY SCHOOL,NEAR MAHAMADU HOUSE,TIJO ROAD,BOGO,BOGO,,0547073594,,SERVICE,A,,,,
BOGU CENTRAL MOSQUE,OPPOSITE RAHANA CORN MILL,GUSHEGU ROAD,BOGU,BOGU,,0202594979,,SERVICE,A,,,,
BOGU L/A PRIMARY SCHOOL,30 METERS FROM TOWN TOWARDS GUSHEGU,GUSHEGU ROAD,BOGU,BOGU,,,,SERVICE,A,,,,
BOGU-KABONAYILI MOSQUE,ADJACENT TIJANI'S HOUSE,NAALUA ROAD,BOGU-KABONAYILI,BOGU-KABONAYILI,,0543374885,,SERVICE,A,,,,
BOI KOFI PADMORE CHEM SHOP,"LIMAN FONG ,YENDI ROAD  GUSHEGU",,GUSHEGU,GUSHIEGU,"P.O.BOX  35, GUSHEGU",,,SERVICE,A,,,,
BOIPADS BUSINESS ENT,L26 NEAR TIZAA RURAL BANK,HOSPITAL ROAD,LIMAN FONG,GUSHEGU,,0243701620,,SERVICE,A,,,,
BOIPADS CHEMICALS,OPPOSITE MAMANGLANA HOUSE,HOSPITAL ROAD,GARICHE FONG,GUSHEGU,,0205832862,,SERVICE,A,,,,
BOIPADS ENT,INFRONT OF GUNDANAA YILI,SAGULI ROAD,GALWEI,GALWEI,,0243701620,,SERVICE,A,,,,
BONTIEGU L/A PRIMARY SCHOOL,BONTIEGU JUST BY THE ROAD,NYINBUNG ROAD,BONTIEGU,NABULI,,0503071655,,SERVICE,A,,,,
BOY HAIR CUT SHOP,ADJACENT BABA DRUG STORE,,NAYUGU,NAYUGU,,0502336900,,SERVICE,A,,,,
BOY'S PHOTO'S LAB,OPPOSITE KPATINGA MARKET,GUSHEGU ROAD,KPATING,KPATINGA,,0200734800,,SERVICE,A,,,,
BRAIMAH'S PROVISION STORE,BY THE BOGU ROAD,BOGU ROAD,BANDA FON,BANDA FON,,0506263190,,SERVICE,A,,,,
BUGLI ZAKARIA GRIDING MILL,FIRST HOUSE FROM DAYUGUDIGLI YILI,DAYUGUDILI ROAD,DAYUGUDIGLI,DAYUGUDIGLI,,0542042225,,INDUSTRY,A,,,,
BUGULI'S GRINDING MIL,INFRONT OF BUGULI'S HOUSE,,TALOLI KURA,TALOLI KURA,,0205606616,,INDUSTRY,A,,,,
BUKA'S HAIR CUT,BEHIND NAYUGUMAA'S HOUSE,GUSHEGU ROAD,KPATINGA\,KPATINGA,,0509837222,,SERVICE,A,,,,
BULUGU CENTRAL MOSQUE,BEHIND THE BAOBAB TREE ON THE MAIN ROAD,KPATINGA ROAD,BULUGU,BULUGU,,0205604611,,SERVICE,A,,,,
BULUGU D/A PRIMARY SCHOOL,AT THE ENTRANCE OF BULUGU ON GUSHEGU ROAD,KPATINGA ROAD,BULUGU,BULUGU,,0203458028,,SERVICE,A,,,,
BUSAGRI GRNDING MILL,BUSAGRI KHOLAH'S HOUSE,DAKOGU ROAD,YIDANA,YIDANA,,,,INDUSTRY,A,,,,
BUSHIRA STORE,BEHIND ASAKINA BAR,TIZAA ROAD,MARKET CENTER,GUSHEGU,,0205105620,,SERVICE,A,,,,
CAMFED ICT CENTER,SIGN POST ON THE HOSPITAL ROAD,HOSPITAL ROAD,GARECHE FONG,GUSHEGU,"P. O. BOX TL 23129, TAMALE MAIN",,,SERVICE,A,,,,
CEMAAN COMMUNICATION AND STATIONARY STORE,ADJACENT SUGLO SHOP BAR,SALAA ROAD,NAKOHIGU FONG,GUSHEGU,,0207199033,,SERVICE,A,,,,
CENTER FOR NATIONAL CULTURE,ASSEMBLY ANNEX,KARAGA ROAD,YAGLAFONG,GUSHEGU,,,,SERVICE,A,,,,
CENTRAL MOSQUE,ADJACENT IMAM HOUSE,SALAA ROAD,SAMPEGA,SAMPEGA,,,,SERVICE,A,,,,
CENTRAL MOSQUE,INFRONT OF TEACHER MUSAH HOUSE,KUNNAAYILI ROAD,KUNNAAYILI,GUSHEGU,,0204853479,,SERVICE,A,,,,
CENTRAL MOSQUE,BEHING MALAM BASH BUSINESS ENT,YENDI ROAD,NAKOHIGU FONG,GUSHEGU,,0242210551,,SERVICE,A,,,,
CENTRAL MOSQUE,BEHIND THE CIEF HOUSE,GUSHEGU ROAD,YESHIE,YESHIE,,0507556133,,SERVICE,A,,,,
CENTRAL MOSQUE KPUGI,YAWUNGU ROAD LEFT HANDSIDE,YAWUGU ROAD,KPUGI,KPUGI,,0203213657,,SERVICE,A,,,,
CENTRAL MOSQUE YAWUNGU,CHIEF IMAM HOUSE,GUSHEGU YENDI ROAD,YAWUNGU,YAWUNGU,,0508289711,,SERVICE,A,,,,
CHACHA GRINDING MILL,BEHIND BINTOR GRINDING MILL,BONBONG ROAD,SAKOGU,SAKOGU,,0544008913,,INDUSTRY,A,,,,
CHAIRMAN ABDULAI FILLING STATION,MARKET SQUARE ON PONG TAMALE ROAD,PONG-TAMALE ROAD,BAANSI FONG,GAA,,0202832934,,SERVICE,A,,,,
CHALES CLOD STORE,SAME BUILDING WITH CUSHEGU ICT CENTER,HOSPITAL ROAD,GARIECHE AREA,GUSHEGU,,0246237941,,SERVICE,A,,,,
CHALES WASILA SHOP,AHAJIA NAPAGA BILA HOUSE INFRONT,HOSPITAL ROAD,GARICHE FONG,GUSHEGU,,0204705446,,INDUSTRY,A,,,,
CHAMPONG YILI L/A PRIMARY SCHOOL,RIGHT SIDE OF THE ROAD TO GBUNDRI IN KUMBOM,KATANI GBUNDRI ROAD,KUMBON,KUMBON,"P. O. BOX GU  20, GUSHEGU",,,SERVICE,A,,,,
CHANTIWUNI GRINDING MILL,BEHIND TAMALNAA HOUSE,KARAGA ROAD,NYENSUNG,NYENSUNG,,,,INDUSTRY,A,,,,
CHAPONG SLAUGTHER HOUSE,ADJACENT POST OFFICE,SALAA ROAD,NAKOHIGU FONG,GUSHEGU,,0241256943,,SERVICE,A,,,,
CHARITY BIBLE CHURCH,BEHIND RC PRIMARY SCHOOL,KATANI GBUNDRI ROAD,KATANI,KATANI,,,,SERVICE,A,,,,
CHARITY SPOT,OPPOSITE GUSHEGU ICT CENTER,HOSPITAL ROAD,GARECHE FONG,GUSHEGU,,0541580622,,SERVICE,A,,,,
CHASAY ENT,NEAR PWD YARD,BAKWU ROAD,LIMAN ROAD,GUSHEGU,,0243065955,,SERVICE,A,,,,
CHIEF PALACE MOSQUE,INFRONT OF CHIEF'S PALACE,KARAGA ROAD,NAYILI FONG,GAA,,0208052614,,SERVICE,A,,,,
CHIKABA ENT,INFRONT OF CAMBODIA HOUSE,KARAGA ROAD,YAGLAN FONG,GUSHEGU,,0548497846,,INDUSTRY,A,,,,
CHILO CORN MILL,BEHIND MARKAZIA JUNIOR HIGH SCHOOL,KUNNAAYILI ROAD,KUNNAAYILI,GUSHEGU,,0508687111,,INDUSTRY,A,,,,
