ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,PHONE,EMAIL,SECTOR,SIZE,
MAMA ROSE SHOP,INFRONT OF AMALIBA HOUSE OPPOSITE RADIO GURUNE,ST CLEMENT PRI SCH RD,DAPORTINDONGO,BOLGATANGA,,0208725809,,SERVICE,A,
MAMA'S PLACE,OPPOSITE TOTAL FILLING STATION YIKENE,,BOLGATANGA,BOLGA,"P. O. BOX 93, BOLGATANGA",,,SERVICE,A,
MAMAS PLACE GUEST HOUSE,OPPOSITE TOTAL FILLING STATION,BOLGATANGA POLYTHECNIC ROAD,BOLGA YEKINE,BOLGATANGA,"P. O. BOX 93, BOLGA",0205978731,mamasplace@gmail.com,SERVICE,A,
MAMUDU ISIFU ENTERPRISE,,,BOLGATANGA,BOLGA,"P. O. BOX 212, BOLGATANGA",,,SERVICE,A,
MAMUNA PROVISION SHOP,NYAREGA JUNCTION,ZORKO NYAREGA ROAD,ANANBREBISI,BONGO NYAREGA NAYIREKURA,,0541084566,,SERVICE,A,
MAMUNA'S ENTERPRISE,ADJACENT NASONA FILLING STATION,BOLGA PAWLUGU ROAD,ZONGO,BOLGATANGA,,0200321621,,SERVICE,A,
MAMUNATU BICYCLE SPARE PARTS SHOP,SOE MARKET,BOLGA BONGO ROAD,SOE,BOLGATANGA,,0200967628,,SERVICE,A,
MAMUNATU BICYCLE SPARES SHOP,SOE MARKET,BOLGA BONGA ROAD,SOE,BOLGATANGA,,0200967628,,INDUSTRY,A,
MANCLE DRINKING SPOT,ADJACENT TONGO-BEO PRIMARY SCHOOL,ZUARUNGU TONGO-BEO ROAD,TONGO-BEO,TONGO-BEO,,0208324847,,SERVICE,A,
MANGO BASE PROVISION SHOP,OPPOSITE MANGO BASE,ZAARE MAMA LAADY FORSTER HOME ROAD,AVONBISI ZAARE,BOLGATANGA,,0276183869,,SERVICE,A,
MANU AGYEI FRIMPONG YAW CHEMICAL SELL,OPPOSITE KOTOKOLI LINE,AYIA STREET,ATULBABISI,BOLGATANGA,"C/O P. O. BOX 30, BOLGA",0246620405,,SERVICE,A,
MANUFACTURING (LIGHT),,,BOLGATANGA,BOLGA,", BOLGATANGA",,,INDUSTRY,A,
MAPIKA ENTERPRISE,ADJACENT STANBIC BANK,STANBIC BANK ROAD,DAPORTINDONGO,BOLGATANGA,,0206454658,,SERVICE,A,
MAPOUSE SPECIAL BOQ.,BEHIND LOVELY SISTER,BOLGA BAWKU ROAD,DAMEO,BOLGATANGA,,0261179496,,SERVICE,A,
MAPUKA ENTERPRISE,NEAR STRAIGHT-WAY,PWALUGU NAVRONGO ROAD,OLD ZONGO,BOLGATANGA,,0208288694,,SERVICE,A,
MAPUKA MOTOR SPARE PARTS SHOP,ADJACENT ADONGOYORIKO HOUSE,NEW YORK ROAD,DAPORTINDONGO,BOLGATANGA,,0540735264,,SERVICE,A,
MAR MOUSS 2000 LTD,ADJACENT OLD MTN OFFICE,ZUARUNGU PWALUNGU ROAD,ATULBABISI,BOLGATANGA,"P. O. BOX 356, BOLGA",,,SERVICE,A,
MAR-AMR ENT,CLOSE TO VISION SPOT,BOLGA BONGO ROAD,SOE,BOLGATANGA,"P. O. BOX 581, BOLGA",0541696598,,SERVICE,A,
MAR-MOUSS 2000 LIMITED,INFRONT OF ASUNDA BAKERY,PWALUGU NAVRONGO ROAD,OLD ZONGO,BOLGATANGA,"P. O. BOX 356, BOLGA",,,SERVICE,A,
MARANATA FASHION DESIGN,NEAR ASSEMBLIES OF GOD CHURCH,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0207094150,,INDUSTRY,A,
MARASONG ENTERPRISE,,,BOLGATANGA,BOLGA,"P.O. BOX 136, BOLGATANGA",,,SERVICE,A,
MARBEL'S PROVISIO SHOP,OPPOSITE POWER LODGE KUMBOSCO,BOLGA BAWKU ROAD,KUMBOSCO,ZUARUNGU,,0246279021,,SERVICE,A,
MARCY AMOAH'S SEAMTRESS SHOP,ANATEEM JUNCTION BEHIND THE NPP PARLIAMENT,BOLGA NAVRONGO ROAD,ANATEEM KULBIA,SUMBRUNGA KULBIA ANATEEM,,0247305958,,INDUSTRY,A,
MARFUU-FATAA ENT,OPPOSITE BAWKU STATION BOLGA,,BOLGA,BOLGA,"P. O. BOX 4, BOLGA",,,SERVICE,A,
MARGARET AKOLGO ENT.,BEHIND GREAT IMPERIAL STATION,,DAPORTINDONGO,BOLGATANGA,,0208091255,,SERVICE,A,
MARGARET ANCHEBAHS HOLY FAMILY CHEMICAL STORE,ADJACENT ALHAJI O.K HOUSE OPPOSITE TOTAL FILLING STATION,BOLGATANGA TAMALE ROAD,BOLGATANGA ZONGO,BOLGATANGA,"P. O. BOX 299, BOLGATANGA",0244894351,,SERVICE,A,
MARGRAT ANABA PROVISION SHOP,ZUARUNGU TIMBER MARKET OPPOSITE CAPTAIN'S TIMBER SHOP,BOLGA BAWKU ROAD,YARIGABISI,ZUARUNGU,,0502388183,,SERVICE,A,
MARGRET AYADRHE HAIRDRESSING SALON,ADJACENT PENTECOST CHURCH,STADIUM TINDONSEO ROAD,BUKERE,BOLGATANGA,,0200161402,,SERVICE,A,
MARGRETE ASAAH PLASTICS SHOP,NEW YORK CITY BEHIND ADB,STADIUM ADB ROAD,DAPORITINDONGO,BOLGATANGA,,0208830780,,SERVICE,A,
MARIA ISSAH CHOP BAR,BEHIND NATIONAL INVESTMENT BANK,ABILBA ROAD,ATULBABISI,BOLGATANGA,,,,SERVICE,A,
MARIAM AMADU STORE,MAIN LORRY STATION NEAR MAWULI'S CHOP BAR,STANBIC BANK ADB ROAD,DAPORTINDONGO,BOLGATANGA,,,,SERVICE,A,
MARIAM ENTERPRISE,BEHIND TAXI RANK,BAWKU STREET,ZONGO,BOLGATANGA,,0245119186,,SERVICE,A,
MARIAM'S FASHION CENTER,OLD CHARCOAL MARKET,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0207762668,,INDUSTRY,A,
MARIAMA ALIDU ENT.,OLD MARKET,AYIA STREET,ATULBABISI,BOLGATANGA,,,,SERVICE,A,
MARIAMA ATANGA,OPPOSITE METHODIST SCHOOL,TANZUI ROAD,TANZUI,BOLGATANGA,,0540321257,,SERVICE,A,
MARIAMA HAIR SALON,DONKEY MARKET BY AGELE HOUSE,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,,0243327447,,SERVICE,A,
MARIAMA HALIDU PROVISION STORE,ADJACENT RAZAK GRINDING MILL,BOLGA BAWKU ROAD,DAMEO,BOLGATANGA,,0203164655,,SERVICE,A,
MARIAMA PROVISIONS STORE,OPPOSITE STC DIRECT ADJACENT SNOOP HAIR CUT,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0207271555,,SERVICE,A,
MARIAMA SAEED PROVISION STORE,ADJACENT GOLDEN STEP ACADEMY,BOLGA TAMALE ROAD,BOLGATANGA TINDONMOLGO,BOLGATANGA,"P. O. BOX 244, BOLGATANGA",0242342775,,SERVICE,A,
MARIAN ENT.,OPPOSITE POLICE QUARTERS,ZUNRUNGU PWALUGU ROAD,ATULBABISI,BOLGATANGA,,0244799457,zulai-2002@yahoo.com,SERVICE,A,
MARIAN ENTERPRISE,OPPOSITE BOLGA AREA COUNCIL,ADB BANK STANBIC ROAD,DAPORTINDONGO,BOLGATANGA,,0207707704,,SERVICE,A,
MARILAND SPOT,OPPOSITE REGIONAL LIBRARY,LIBRARY ROAD,BUKERE,BOLGATANGA,,0200740837,,SERVICE,A,
MARIYAMA PROVISION SHOP,BEHIND AKUSIBISI CRAFT CENTER,ALONG ZAARE AKUSIBISI ROAD,ZAARE AKUSIBISI,BOLGATANGA,,0544567882,,SERVICE,A,
MARK 2 BARBERING SHOP,OPPOSITE GPRTU OFFICE,MAIN STATION ROAD,ATULBABISI,BOLGATANGA,,0541599091,,SERVICE,A,
MARK ABANGA FITTING SHOP,OPPOSITE NASONA,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0209266007,,SERVICE,A,
MARK ADUGBIRE LOTTO AGENT,TAXI RANK,BAWKU ROAD,ZONGO,BOLGATANGA,,0202302974,,SERVICE,A,
MARK AND COMPANY,INFRONT OF AWAANE HOUSE,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,,0247523466,,SERVICE,A,
MARNAGAN VENTURES,SAME PREMISES WITH TIENYINE HOTEL,,BOLGA,BOLGA,"POST OFFICE BOX 18, BOLGA",,,SERVICE,A,
MARSAM BARABERING SALON,OPPOSITE ASANKUNDE MEMORIAL CLINIC,BOLGA BONGO ROAD,SOE,BOLGATANGA,"P. O. BOX 299, BOLGA",0245282991,qoutlaw@gmail.com,SERVICE,A,
MARSHLUV BOUTIQUE,OPPOSITE NATIONAL INVESTMENT BANK,COMMERCIAL STREET,OLD ZONGO,BOLGATANGA,,,,SERVICE,A,
MARTAD ENTERPRISE,BUNGALOW NO. 19 BOLGA-SOE,,BOLGATANGA,BOLGA,"P.O. BOX 265, BOLGATANGA",,,SERVICE,A,
MARTHA ASIMA KARADOO CATERING,BEHIND JUBILEE PARK,JUBILEE PARK ROAD,ATULBABISI,BOLGATANGA,,0208220578,,SERVICE,A,
MARTHA DRESSMAKING SHOP,DIRECTLY OPPOSITE BANKO HOTEL PLOT,PLAZA ROAD,DAPORTINDONGO,BOLGATANGA,,0541427586,,INDUSTRY,A,
MARTHA FASHION DESIGN SHOP,INFRONT OF ROYAL HOTEL,PWALUGU BOLGA ROAD,TINDONSOBULOGU,BOLGATANGA,,0542748546,,INDUSTRY,A,
MARTHA PARTEY PROVISIONS STORE,OPPOSITE ZAMSTECH TEACHERS QUARTERS,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0247746978,,SERVICE,A,
MARTHA'S CHOP BAR,INFRONT OF GNAT HALL,BOLGA NAVRONGO ROAD,ZORBISI,BOLGATANGA,,0542209601,,SERVICE,A,
MARTHA'S FASHION SHOP,OPPOSITE REGIONAL HEALTH INSURANCE ON THE LEFT SIDE OFTHE ROAD,BOLGA HOSPITAL ROAD,BOLGA TANZUI,BOLGATANGA,,0279286814,,INDUSTRY,A,
MARTHA'S PROVISION SHOP,ADJACENT MALISCO VENTURES,BOLGA BAWKU ROAD,YARIGABISI,ZUARUNGU,,0208371993,,SERVICE,A,
MARTIN AGAARE PROVISION STORE,INFRONT OF ANIMA'S HOUSE AFTER JULIANA STORE,DORUNGU BOLGA ROAD,DORUNGU AGOBGABISI,SHERIGU DORUNGU ASANIBISI,,0249355043,,SERVICE,A,
MARTIN ENT.,BEHIND AYELITIGE PRIMARY SCHOOL,SAKARABISI-NYORKOKO ROAD,ZUARUNGU GABIECI,ZUARUNGU DABORO,,0240936191,,SERVICE,A,
MARTINE AMACKOGE BASE,OPPOSITE KALBEO CLINIC,KUNDOBA CHIEFS PALACE STREET,AKWAWOBISI,KALBEO AKWAWOBISI,,0241534020,,SERVICE,A,
MARUKS CONTRACT WORKS LTD,"TAMALE ROAD, BOLGATANGA  ESTATES",,BOLGATANGA,BOLGA,"P.O. BOX 169, BOLGATANGA",,,INDUSTRY,A,
MARY ABUGRI ENTERPRISE,40 METERS FROM ST MARYS VENTURES,BOLGA TAMALE ROAD,TINDONMOLGO,BOLGATANGA,,0248498704,,INDUSTRY,A,
MARY AGAMBILA'S SHOP,OLD CHARCOAL MARKET,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,"P. O. BOX 99, BOLGA",0200230710,,SERVICE,A,
MARY ANABILA SEAMSTRESS SHOP,OPPOSITE BOLGA NAVRONGO,BOLGA NAVRONGO ROAD,SUMBRUNGU KULBIA,SUMBRUNGA KULBIA ANATEEM,,0245515886,,INDUSTRY,A,
MARY ASANA AKOLGO'S STORE,ALONG THE NYORKOKO ZANLERUGO OPPOSITEAYUNE'S HOUSE,NYORKOKO ZANLERUGO ROAD,NYORKOKO,ZUARUNGU NYOKOKO,,0245847700,,SERVICE,A,
MARY ATAMBIRE ENT.,KOTOKOLI LINE. ADJACENT THE PUBLIC TOILET,MAIN STATION ROAD,ATULBABISI,BOLGATANGA,,0200740769,,SERVICE,A,
MARY ATANGA FASHION CENTRE,JUST BY BOTECH ADJACENT NORTHEN FOUNDATION,BOLGA B-POLY ROAD,BOLGA YEKINI,BOLGATANGA,,0209940933,,INDUSTRY,A,
MARY AYINEPUGRE BEAUTY SALON,BEHIND POLICE STATION NEAR AIM PREPARATORY DAY CARE,BOLGA BAWKU ROAD,DAMEO,BOLGATANGA,,0549726296,,SERVICE,A,
MARY AZEDITA PROVISION SHOP,BEHIND ANIGAZANGA JUNIOR HIGH SCHOOL,BOLGATANGA TAMALE ROAD,BOLGATANGA ZONGO,BOLGATANGA,,0266029385,,SERVICE,A,
MARY ENT.,BEHIND AWAANE HOUSE,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,,0206445958,,SERVICE,A,
MARY ENTERPRISE,ADJACENT COMME CI COMME CA,MARKET STADIUM ROAD,DAPORITINDONGO,BOLGATANGA,,0208298581,,SERVICE,A,
MARY GRINDING MILL,BEHIND ASUAH HOUSE NO.ZU53,BOLGA BAWKU ROAD,NUNGO DABORO,ZUARUNGU DABORO,,0241566628,,INDUSTRY,A,
MARY HAIR DRESSING SALON,AGUSI MARKET IN AGUSI COMMUNITY/VILLAGE,ZORKO SUMBRUNGU ROAD,AGUSI NAYIRE,SUMBRUNGU AGUSI NAYIRE,,0242543037,,SERVICE,A,
MARY KOMBAT DRESSMAKING SHOP,OPPOSITE TEACHERS HOUSE,SOE TINDANDOONE ROAD TO SOE PRI,SOE TINDANDOONE,BOLGATANGA,,0507120404,,INDUSTRY,A,
MARY OLA FASHION CENTER,BEHIND POLICE QUARTERS,BOLGA BAWKU ROAD,DAMEO,BOLGATANGA,"P. O. BOX 261, BOLGA",0502245925,,INDUSTRY,A,
MARY PITO BASE,NEAR THE ROAD TO YARIGABISI,YARIGABISI BOSLY ROAD,BOSIYA,BOSIYA(BORSIYA),,,,SERVICE,A,
MARY PROVISION SHOP,MARKET SHOPS BEHIND AWAANE HOUSE,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,,0548748666,,SERVICE,A,
MARY SHOP,OPPOSITE FIRE SERVICE QUARTERS,BOLGA BAWKU ROAD,FIRE SERVICE QUARTERS,YARIGABISI,,0248611722,,SERVICE,A,
MARY STORE,OPPOSITE BRO. SIMON ENTERPRISE,DVLA-ZUARUNGU ROAD,ZUARUNGU CENTER,ZUARUNGU DABORO,,0246186974,,SERVICE,A,
MARY SUPER MAKET,OPPOSITE STC BEHIND B52 DRINKING SPOT,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0543963790,,SERVICE,A,
MARY VENTURES,NEAR HOSP. TAXI STATION,HOSPITAL HIGHWAYS ROAD,ZAARE,BOLGATANGA,,0546507273,,SERVICE,A,
MARY WEAVING SHOP,ADJACENT ONE DOOR METAL WORKS,PWALUGU BOLGA ROAD,TINDONSOBULOGU,BOLGATANGA,,0547343088,,INDUSTRY,A,
MARY'S BERRY,AVOTIBISI AKANJUSS NYARIGA ROAD,AKANJUSS NYARIGA ROAD,ZAARE,BOLGATANGA,,0244071602,bigjoesther@yahoo.com,SERVICE,A,
MARY'S BOUTIQUE,OPPOSITE STADIUM,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,,0244821567,,SERVICE,A,
MARY'S BOUTIQUE,AT E.C JUNCTION,HOSPITAL WAEC ROAD,ZAARE,BOLGATANGA,,0502197877,,SERVICE,A,
MARY'S DRESSMAKING SHOP,DACHIO MARKET OPPOSITE ATINE'S BAR,ZUARUNGU DACHIO BOLGA ROAD,ZUARUNGU DACHIO,ZUARUNGU DACTIO,,,,INDUSTRY,A,
MARY'S SHOP,RIGHI ADJACENT AKAARE PITO BASE OPPOSITE MAXX OIL,BOLGATANGA NAVRONGO ROAD,SUMBRUNGU AMOGRIBISI ATOBISI,SUMBRUNGU AMOGRIBISI,,,,SERVICE,A,
MARY'S STORE,JUST BY THE SHERIGU CHPS COMPOUND,SHERIGU ROAD,SHERIGU NYORKOKOR ANIMABISI,SHERIGU NYOKOKO ANIMABISI,,,,SERVICE,A,
MARYAMA PHILIP PROVISION STORE,ADJACENT DEEPER LIFE CHURCH,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0208407297,,SERVICE,A,
MARYNING ENTERPRISE,DIRECTLY OPPOSITE DEPUTY REGIONAL MINITER RESIDENT,,BOLGATANGA,BOLGA,"P O BOX 51, BOLGATANGA",,,SERVICE,A,
MASAGYA FASHION SHOP,NEAR AIM PREPARATORY SCHOOL SOE,BOLGA BONGO,SOE,BOLGATANGA,"C/O P. O. BOX 110, BOLGA",0508852270,,INDUSTRY,A,
MASALACHI IDDRISU (IDDRISU'S MOSQUE),NEAR SAWAABA PARK,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0207444389,,SERVICE,A,
MASALACHI SARKIN MOUSAWA (MOUSI'S CHIEF MOSQUE),ADJACENT ABILBA NO.1 JUNIOR HIGH SCHOOL,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0206661631,,SERVICE,A,
MASHEALLUHU FAST FOOD,OPPOSITE TAXI RANK,BOLGA BAWKU ROAD,DAMEO,BOLGATANGA,,0206342644,,SERVICE,A,
MASJEDEL HUDAH MOSQUE,ADJACENT MTN MAIN OFFICE,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0207576756,,SERVICE,A,
MASSAWUDU SALAM MOTOR REPAIR SHOP,CENTRAL MOSQUE NEAR TAXI RANK,BAWKU ROAD,ZONGO,BOLGATANGA,,0541251333,,SERVICE,A,
MASTER ABOLGA FITTING SHOP,ADJACENT ABILBA NO.1 JUNIOR HIGH SCHOOL,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0508166947,,SERVICE,A,
MASTER ASAH SHOP,BEHIND FORMAL METRO TV NEAR ABILBA NO.1,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0243381535,,SERVICE,A,
MASTER AWUNI SPARE PARTS,OPPOSITE TWENTY FOUR HOURS,BOLGA BAWKU ROAD,DAPORTINDONGO,BOLGATANGA,,0502604263,,SERVICE,A,
MASTER AYINE WORKSHOP,NEAR GHANA FIRE SERVICE,BOLGA BAWKU ROAD,DAPORTINDONGO,BOLGATANGA,,0245285444,,SERVICE,A,
MASTER BABA AUTO MECHANICS,NEAR NEW PATRIOTIC PARTY OFFICE,MAIN NAVRONGO ROAD,OLD ZONGO,BOLGATANGA,,0502971671,,SERVICE,A,
MASTER BURGER AND KOJO CARPENTRY,OPPOSITE FIRE SERVICE QUARTES,BOLGA BAWKU ROAD,YARIGABISI,ZUARUNGU,,0246470136,,INDUSTRY,A,
MASTER BURGER PROVISION SHOP,OPPOSITE FIRE SERVICE QUARTERS,BOLGA BAWKU ROAD,YARIGABISI,ZUARUNGU,,0246470136,,SERVICE,A,
MASTER CHARLES SHOP,INFRONT OF OJAM WASHING BASE,TAMALE BOLGA ROAD,TINDONSOBULOGU,BOLGATANGA,,0248405997,,SERVICE,A,
MASTER DAVID FITTING SHOP,DIRECTLY OPPOSITE TOP MARTIN'S WASHING BAY,BOLGA BONGO ROAD,SOE,BOLGATANGA,,0545155915,,SERVICE,A,
MASTER ERIC FITTING SHOP,BEHIND SINABA BASE,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,,0208987231,,SERVICE,A,
MASTER HARUNA ELECTRICIAN SHOP,OPPOSITE MACLEAN DAM,ALONG STADIUM LIBRARY ROAD,BUKERE,BOLGATANGA,"P. O. BOX 437, BOLGA",0209348159,,SERVICE,A,
MASTER HUDU'S METAL WORKS,BEHIND NASONA FILLING STATION,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0247403340,,SERVICE,A,
MASTER IBRAHIM'S FITTING SHOP,BEHIND ASSEMBLIES OF GOD CHURCH,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0208520693,,SERVICE,A,
MASTER ISSAH AUTO MECHANIC SHOP,JUST OPPOSITE THE HIGH COURT JUNCTION BY BUSH CANTEEN,BOLGA HOSPITAL ROAD,BOLGA TANZUI,BOLGATANGA,,0208407041,,SERVICE,A,
MASTER JAMES SHOP,NEAR INFINITY WASHING BASE,BOLGA BAWKU ROAD,TIMBER MARKET,POLOGO YAMABISI,,0209281413,,SERVICE,A,
MASTER KOFI FITTING  SHOP,BEHIND TAXI RANK,BAWKU ROAD,OLD ZONGO,BOLGATANGA,"C/O P. O. BOX 18, BOLGA",0206588172,,SERVICE,A,
MASTER KOFI FITTING SHOP,OPPOSITE ESTATE JUNCTION,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0541588988,,SERVICE,A,
MASTER KOFI GRINDING MILL,JSQ BEHIND THE BASE DRINKING SPORT,BOLGA HOSPITAL ROAD,BOLGA TANZUI,BOLGATANGA,,0507376274,,INDUSTRY,A,
MASTER KOFI METAL WORKS,THE FIRST JUNCTION TO FIRE SERVICE QUARTERS,BOLGA BAWKU ROAD,TIMBER MARKET,YARIGABISI,,0245806501,,INDUSTRY,A,
MASTER MOSES FITTING SHOP,OPPOSITE STADIUM JUNCTION,BOLGA BAWKU ROAD,SAWAABA,BOLGATANGA,,0209022681,,SERVICE,A,
MASTER OLDMAN AUTO ELECTRICALS,ADJACENT ASUMDA BAKERY,BOLGA NAVRONGO ROAD,TANZUI,BOLGATANGA,"P. O. BOX 180, BOLGA",0208913041,,SERVICE,A,
MASTER PEACE TAILORING SHOP,ADJACENT B52 SPOT OPPOSITE STATE TRANSPORT COMPANY,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0543963230,,INDUSTRY,A,
MASTER SEIDU SHOP,OPPOSITE GOIL FILLING STATION,BOLGA TAMALE ROAD,POBAGA (DAMWEO),BOLGATANGA,"P. O. BOX 361, BOLGA",0208740578,,INDUSTRY,A,
MASTER SLY CONSTRUCTION LTD.,HS F114 NEAR NSAMINI REST HOUSE BOLGA,,BOLGA,BOLGA,"P.O. BOX BG 477, BOLGA",,,SERVICE,A,
MASTER STEPHEN FITTING SHOP,OPPOSITE WHITE BUNGALOWS,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0209382595,,SERVICE,A,
MASTER SUNDAY FITTERING SHOP,OPPOSITE SOE MARKET,BOLGA BONGO ROAD,SOE,BOLGATANGA,,0207905939,,SERVICE,A,
MASTER SUNDAYS CAPENTRY SHOP,OPPOSITE OLD HEALTH INSUARANCE JUST BEHIND OF COMMUNITY ICT. CENTRE,BOLGA HOSPITAL ROAD,TANZUI,BOLGATANGA,,0201754268,,INDUSTRY,A,
MASTER YAHAYA SHOP,NEAR TAXI RANK,BAWKU ROAD,OLD ZONGO,BOLGATANGA,"P. O. BOX 4, BOLGA",0206663833,,SERVICE,A,
MASTER YAMBA FITTING SHOP,BEHIND TWENTY FOUR HOURS,BOLGA BAWKU ROAD,DAPORTINDONGO,BOLGATANGA,,0275531737,,SERVICE,A,
MASTER ZACK ENGINEERING SERVICE,BESIDE PAYABA ENTERPRISE,BOLGA BAWKU ROAD,FIRE SERVICE QUARTERS,YARIGABISI,,0200923756,,SERVICE,A,
MASTER'S AMINU FURNITURE SHOP,NEAR NO WEAPON BAKERY,PWALUGU NAVRONGO ROAD,OLD ZONGO,BOLGATANGA,,0209193418,,INDUSTRY,A,
MASTERA KOMBO SHOP,NEAR PRESBYTERIAN CHURCH OF GHANA WORKSHOP,ALONG PRESBY ROAD TO PWD,BUKERE,BOLGATANGA,,0503140834,,SERVICE,A,
MASTIC AND MASTIC ENTERPRISE,OPPOSITE BAYPORT,MAIN STATION ROAD,ATULBABISI,BOLGATANGA,,0248766290,,SERVICE,A,
MASTIC ENTERPRISE,OPPOSITE COMMERCIAL BANK,COMMERCIAL STREET,OLD ZONGO,BOLGATANGA,"C/O P. O. BOX 51, BOLGA",,,SERVICE,A,
MASUN ENTERPRISE,OPPOSITE ATULBABIBI PRIMARY SCHOOL,BLACK STAR ADB ROAD,BUKERE,BOLGATANGA,,0208503275,,SERVICE,A,
MATERION CONSTRUCTION,BEHIND METRO MASS TRANSIT LIMITED,BOLGA BAWKU ROAD,DAPORITINDONGO,BOLGATANGA,"P. O. BOX 323, BOLGA",0277551844,,INDUSTRY,A,
MATERION CONSTRUCTION LTD,,,BOLGA,BOLGA,"P. O. BOX 323, BOLGA",,,INDUSTRY,A,
MATHAR FOOD COMPLEX,ABOUT 1500FT BEHIND MTN MAIN OFFICE,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,,,SERVICE,A,
MATHILDA'S SALON,ADJACENT NASONA FILLIG STATION,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0547463861,,SERVICE,A,
MATHING FASHION CENTRE,ADJACENT INTERCITY STATE TRANSPORT COMPANY,BOLGA TAMALE ROAD,TINDOMOLIGO,BOLGATANGA,,0241807664,,INDUSTRY,A,
MATI BEAUTY SALON,10 METERS ADJACENT FOUNTAIN GATE CHAPEL,BOLGA TAMALE ROAD,TINDONMOLGO,BOLGATANGA,,0203269801,,SERVICE,A,
MATILDA ADONGO,OPPOSITE ANIAH AYAMBOYA'S HOUSE,BOLGA NAVRONGO ROAD,YIKENE,BOLGATANGA,,0246943388,,INDUSTRY,A,
MATILDA AMOAH ENT.,OPPOSITE ENTRANCE TO THE CENTRAL MARKET FIRS GATE,AYIA STREET,ATULBABISI,BOLGATANGA,,0248271744,,SERVICE,A,
MATILDA AMOAH SEAMSTRESSING SHOP,BEHIND THE SIGU POST OF KULBIA PRIMARY SCHOOL,BOLGA NAVRONGO ROAD,SUMBRUNGU KULBIA,SUMBRUNGA KULBIA ANATEEM,,0541163906,,INDUSTRY,A,
MATILDA APUKO,OPPOSITE SSNIT HOUSE,BOLGA HOSPITAL ROAD,BOLGA TANZUI,BOLGATANGA,,0208073719,,SERVICE,A,
MATILDA BEAUTY SALON,OPPOSITE MADAM ATAYILA'S HOUSE,BOLGA BOMGO ROAD,SOE,BOLGATANGA,,0241514903,,SERVICE,A,
MATILDA FASHION AND DESIGNS,2M FROM HOSP. ENTRANCE TOWARDS WAEC OFFICE,HOSPITAL WAEC ROAD,ZAARE,BOLGATANGA,,0204207250,,INDUSTRY,A,
MATILDA PITO BAR,ADJACENT KATANGA PRIMARY SCHOOL,ZUARUNGU KATANGA ROAD,KATANGA,ZUARUNGU KATANGA APINO,,0548752848,,INDUSTRY,A,
MATILDA WEAVING SHOP,MARKET STORES BEHIND AWAANE HOUSE,STADIUM ROAD,DAPORTINDONGO,BOLGATANGA,"P. O. BOX 285, BOLGA",0204411230,,INDUSTRY,A,
MATINA BEAUTY SALON,BEHIND CHARCOAL MARKET,COMMERCIAL STREET,OLD ZONGO,BOLGATANGA,,0200540381,,SERVICE,A,
MATNAB FASHION STATIONERY,OPPOSITE ZAMSTECH TEACHERS QUARTER,BOLGA TAMALE ROAD,POBAGA,BOLGATANGA,,0207271549,,INDUSTRY,A,
MATTHEW ATIA BICYCLE REPAIR SHOP,CENTRAL MOSQUE OPPOSITE GNTC STORES,BAWKU ROAD,ZONGO,BOLGATANGA,,0208541410,,SERVICE,A,
MAURICE BROWNE SCH.,KUNKUA OPPOSITE ASONGE,ZUARUNGU KUNKUA DACHIO ROAD,ZUARUNGU KUNKUA,ZUARUNGU KONKOA,"P. O. BOX 329, BOLGA",0542336803,,SERVICE,A,
MAUZATU'S SHOP,BEHIND NASONA FILLING STATION,BOLGA NAVRONGO ROAD,ZONGO,BOLGATANGA,,0263143908,,SERVICE,A,
MAVIS ATIA ENTERPRISE,MAIN LORRY STATION NEAR METRO MASS STATION,,DAPORTINDONGO,BOLGATANGA,,0208987575,,SERVICE,A,
