,,,,,,,,,,
ESTABLISHMENT NAME,EXACT LOCATION,STREET ADDRESS,SUBURB,TOWN NAME,POSTAL ADDRESS,TELEPHONE,EMAIL,SECTOR,SIZE,
ENSO NNYAME SUPERMARKET,OPPOSITE YARO OFFICE,TUMU LEO ROAD,ZONGO,TUMU,,0244765461,,SERVICE,A,
ERNESTINA BEMA'S ENTERPRISE,GABENA MUMUNI'S HOUSE BY DUU ROAD,DUU EAST ROAD,HAYOUNGBIE BOI,BAWIESIBOI,,0243737730,,SERVICE,A,
ESTHER FASHION CENTRE,MARKET SQUARE BUGUBELLE OPPOSITE THE STATION,,BUGUBELLE,BUGUBELLE,,0245396977,,INDUSTRY,A,
EXECUTIVE BARBERING SALON,OPPOSITE AGRICULTURAL DEVELOPMENT BANK,TUMU MAIN ROAD,DIGLAFORU,TUMU,,0207075050,,SERVICE,A,
FAARUK'S CHEMICAL SHOP,BOLOSUMA,BY MEMUNA'S SHOP BOLOSUMA,TARSAW,TARSAW,,0248069480,,SERVICE,A,
FACHOBOI CENTRAL MOSQUE,50 METERS AWAY FROM FACHOBOI NIGHT SCHOOL,CENTRAL MOSQUE ROAD,FACHOBOI,NABULO FACHOBOI,,,,SERVICE,A,
FALAHI BASIC SCHOOL,ADJACENT UNITED BASIC SCHOOL,PULMA ROAD,DIGLAFURO,TUMU,"P.O.BOX 36, TUMU",,,SERVICE,A,
FALIA SPOT,NEAR THE MAIN MARKET,ROAD TO MARKET,KUSENJAN,TUMU,,0261127293,,SERVICE,A,
FASHION CENTRE MARANATHA,OPPOSITE QUALITY VENTURES,TUMU LEO ROAD,ZONGO,TUMU,,0207367149,,INDUSTRY,A,
FATAWU DRUGS STORE,OPPOSITE TWO BROTHERS ENTERPRISE KAJIABOI,,KAJIABOI WELEMBELLE,WELEMBELLE,,0544052003,,SERVICE,A,
FATAWU WELDING SHOP,BAGRIBOI,OPPOSITE CHALLU HOME STORE,CHALLU,CHALLU,,0248350977,,INDUSTRY,A,
FATI'S STORE,MALAM IDDRISU'S HOUSE,CHIEF IMAM'S HOUSE LANE,MUOSHEI ZONGO,TUMU,,0508061100,,SERVICE,A,
FATIMA ENTERPRISE,BESIDE THE COURT,CHIEF PALACE ROAD,NEFAJAH,TUMU,,0204206620,,SERVICE,A,
FATIMA FASHION SHOP,OPPOSITE KAMATEC,FREE LINE ROAD,MARKET ROAD NYAMEJAN,TUMU,,0541654404,,INDUSTRY,A,
FATIMA'S SHOP,BAGREBOI,ON THE RIGHT HAND SIDE TO KULFUO,CHALLU,CHALLU,,,,SERVICE,A,
FIILE IDDRISU SHOP,JUST ON THE MAIN ROAD OF TUMU,TUMU WELEBELLE ROAD,DANDINLA,KONG,"P.O.BOX 36, TUMU",0207428288,,SERVICE,A,
FIRST NATIONAL,AT THE ROUNDABOUT TO THE MAIN MARKET,ROAD TO CHIEF PALACE,NYAMEJAN,TUMU,,0503401786,,SERVICE,A,
FOCUSED VENTURES DEALERS IN GENERAL GOODS,OPPOSITE NANZIN ENTERPRISE,KANSEC ROAD,TUMU,TUMU,,,,SERVICE,A,
FODUT ENTERPRISE,NEAR GHANA COMMERCIAL BANK,TUMU LEO ROAD,ZONGO,TUMU,,,,SERVICE,A,
FOREST SERVICE DIVISION OF THE FORESTRY COMMISSION,OPPOSITE THE DISTRICT ASSEMBLY,,DIGLAFURU,TUMU,"P.O.BOX 23, TUMU",,,AGRICULTURE,A,
FORKUBOI MOSQUE,IN FRONT OF WELEMBELLE CENTRAL MOSQUE,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0245100703,,SERVICE,A,
FRAGA VIEW,OPPOSITE COTTON COMPANY,,DIGLAFURU,TUMU,"P.O.BOX 38, TUMU",,,SERVICE,A,
FREDDY MAJESTIC ENTERPRISE,OPPOSITE THE DOVSU POLICE OFFICE ADJACENT OLD ADBBANK,,TUMU,TUMU,,0503080729,,SERVICE,A,
FRESH ENTERPRISE,OPPOSITE ALONG THE ROAD NEAR TUTCO,TUMU LEO ROAD,TUTCO,TUMU,,0242352670,,SERVICE,A,
FROM HAIR TO TOE BEAUTY SALON,AT TUMU OPPOSIT THE OLD DISTRICT ASSEMBLY,,TUMU,TUMU,,0508667376,,SERVICE,A,
FULANI GRINDING MILL,BEHIND GPRTU STATION,TUMU LEO ROAD,ZONGO,TUMU,,,,INDUSTRY,A,
FULERA'S FASHION CENTRE,OPPOSITE THE WARE HOUSE ON TUMU WELEMBELLE ROAD,TUMU WELEMBELLE ROAD,HULEMBELLE,KONG,,0201399008,,INDUSTRY,A,
FUSEINI GRINDING MILL,BESIDE LILIXIA,,LILIXIA,LILIXIA,,0548976802,,INDUSTRY,A,
FUSEINI STORE,ON THE LEFT FROM WA,TUMU WAHABU ROAD,FORKBOI WELEMBELLE,WELEMBELLE,,0241866400,,SERVICE,A,
FUSEINI STORE,IN THE MIDDLE OF THE COMMUNITY JUST BY THE MOSQUE,NANCHALLA CHALLO ROAD,NANCHALLA,NANCHALLA,,0248138648,,SERVICE,A,
FUSEINI'S SHOP,NAVANBOI KUOROBOI,BEHIND WAHABU GRINDING MILL,KUROBOI,KUROBOI,,,,SERVICE,A,
G O ENTERPRISE,OPPOSITE ST BEES,TUMU LEO ROAD,ZONGO,TUMU,,0506247741,,SERVICE,A,
G-JAWARA ARTS WORK,ADJACENT FIRST NATIONAL BANK,ROAD TO CHIEF PALACE,NYAMEJAN,TUMU,"P.O.BOX 50, TUMU",0207372768,,SERVICE,A,
GABANYA PITO BREWING,OPPOSITE REGULAR BAPTIST CHURCH,ROAD TO MARKET,SUMUNJAN,TUMU,,0206096540,,INDUSTRY,A,
GAFFARU STORE,ALONG KASANPUORI ROAD BEHIND KASANA MUSEUM,,KASANA,KASANA,,0207772216,,SERVICE,A,
GANIYU STORE,ON YOUR LEFT FROM WAHABU WELEMBELLE UPPER,TUMU WAHARU ROAD,WELEMBELLE,WELEMBELLE,,0541167226,,SERVICE,A,
GARGAR METALS WORKS,ADJACENT FULAHI PRIMARY SCHOOL,OLD PULIMA ROAD,DIGLAFURO,TUMU,"P.O.BOX 15, TUMU",0240091653,,INDUSTRY,A,
GARIBA MAHAMA FASHION CENTRE,BY THE AKATAMASO DISTRICT OFFICE,ROAD TO MAIN MARKET,ZONGO,TUMU,,,,INDUSTRY,A,
GBAKINBELE FUEL STATION,GBKINBELE HOUSE,FACHOBOI ROAD,NABULUGBANGA,NABULO,,0207789744,,SERVICE,A,
GBANABOI MOSQUE,ADJACENT  HOUSE NO WE 071,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0247467467,,SERVICE,A,
GBANABOI MOSQUE,OPPOSITE OSMAN FILLING STATION,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0543829651,,SERVICE,A,
GBANBOI MOSQUE,HOUSE NO WE 028 GBANBOI,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0547626807,,SERVICE,A,
GBELE RESOURCE REVERVE WILD LIFE DIVISION,ADJACENT NATIONAL HEALTH INSURANCE,,DISTRICT ASSEMBLY AREA,TUMU,"P.O.BOX 35, TUMU",,,SERVICE,A,
GBEMMIE'S ENTERPRISE,500M AWAY FROM THE MARKET KONG NON THE MAIN ROAD,TUMU WELEBELLE ROAD,DANJINLA,KONG,"P.O.BOX 26, TUMU",0206338998,,SERVICE,A,
GBENEBIESI BASIC SCHOOL,WITHIN  CHIEFS PALACE SECTION,CHIEF PALACE ROAD,CHIEF PALACE,GBENEBIESI,"P.O.BOX 36, TUMU",0206407781,,SERVICE,A,
GCB BANK LIMITED,OPPOSITE QUALITY VENTURES,TUMU LEO ROAD,ZONGO,TUMU,"P.O.BOX 13, TUMU",0208236805,tumu@gcb.com.gh,SERVICE,A,
GENTLEMAN ENTERPRISE,ADJACENT FIRST NATIANAL BANK,ROAD TO MAIN MARKET,NYAMEJAN,TUMU,,0508061552,,SERVICE,A,
GHACEM HOUSE,OPPOSITE TOP THREE,MAIN MARKET ROAD,ZONGO,TUMU,"P.O.BOX 51, TUMU",0208378287,,SERVICE,A,
GHANA COTTON COMPANY LIMITED NORTH WEST DIVISION,ON WA TUMU ROAD OPPOSITE WILDLIFE,,TUMU,TUMU,"P.O. BOX 13, TUMU",,,AGRICULTURE,B,
GHANA EDUCATION SERVICE,OPPOSITE THE GWULLO SLAVE BOARD,GWULLO TUMU ROAD,DIGLAFORU,TUMU,,,,SERVICE,B,
GHANA IMMIGRATION SERVICE,AT THE BORDER TO LEO,LEO ROAD,TUMU BORDER,TUMU,"P.O.BOX 33, TUMU",,,SERVICE,A,
GHANA NATIONAL ASSOCIATION OF TEACHERS,ADJACENT IDDRISU ADAMU CHEMICAL STORE,,TUMU,TUMU,"P.O.BOX 70, TUMU",0246255199,,SERVICE,A,
GHANA NATIONAL FIRE SERVICE,ALONG GWOLU ROAD NEAR NCCE OFFICE,,DIGLAFURO,TUMU,"P.O.BOX 43, TUMU",0209471706,,SERVICE,A,
GHANA POST COMPANY LIMITED,BESIDE THE DISTRICT HOSPITAL,TUMU LEO ROAD,ZONGO,TUMU,,,,SERVICE,A,
GHANA REVENUE AUTHORITY,OPPOSITE DISTRICT ASSEMBLY CONTROLLER BLOCK,TUMU PULIMA ROAD,DIGLAFURU,TUMU,"P.O.BOX 106, TUMU",,,SERVICE,A,
GHANA REVENUE AUTHORITY CUSTOM DIVISION,TUMU CUSTOMS BARIER,TUMU LEO ROAD,,TUMU,"P.O.BOX 33, TUMU",,,SERVICE,A,
GHANA REVENUE AUTHORITY CUSTOM DIVISION,CUSTOMS BARIER ALONG BOLGA ROAD,,KUNCHOGU,KUNCHOGU,"P.O.BOX 33, TUMU",,,SERVICE,A,
GIBSON BANYU TAPO LICENCED CHEMICAL SHOP,CLOSE TO THE MARKET,ROAD TO THE MARKET,FREE LINE MARKET,TUMU,"P.O.BOX 4, TUMU",0202858425,,SERVICE,A,
GILTEX,OPPOSITE AGRICULTURAL DEVELOPMENT BANK,TUMU LEO ROAD,ZONGO,TUMU,"P.O.BOX 9, TUMU",0200704600,,SERVICE,A,
GIRIBES GRINDING MILL,OPPOSITEN THE CHIEFS PALACE,TUMU WELEBELLE ROAD,DANDINLA,DANDINLA KONG,"P.O.BOX 36, TUMU",0205106965,,INDUSTRY,A,
GIVE EVERY THING TO GOD ENTERPRISE,NEAR BAWIESIBOI DAM,DAM ROAD,GBONWURU BOI,BAWIESIBOI,,,,SERVICE,A,
GLOBAL WORLD BEAUTY SALON,OPPOSITE YARO OFFICE,TUMU LEO ROAD,ZONGO,TUMU,,0206397103,,SERVICE,A,
GLORDIAN VENTURES,,,TUMU,TUMU,"P. O. BOX TM 9, TUMU",,,SERVICE,A,
GOD CARES FASHION SHOP,ISSAH NANZDO'S HOUSE,TUMU HOME STREET,ZONGO,TUMU,,0240093681,,INDUSTRY,A,
GOD FIRST ENTERPRISE,FROM ROUNDABOUT 10METRES ON YOUR RIGHT,,DAILY MARKET AREA,TUMU,,,,INDUSTRY,A,
GOD IS GOOD FASHION SHOP,OPPOSITE THE DUBIE ALHASSAN ENTERPRISE,DAILY MARKET ROAD,DAILY MARKET,TUMU,,,,INDUSTRY,A,
GOD IS GREAT,ADJACENT SAKINA'S STORE BY THE MARKET,NABUGUBELLE BUJAN ROAD,NABUGUBELLE,NABUGUBELLE,,0207935869,,SERVICE,A,
GOD IS KING BICYCLE FITTING SHOP,100 METERS TO THE BAWIESIBOI DAM,DAM ROAD,GBONWURU BOI,BAWIESIBOI,,,,SERVICE,A,
GOD IS KING ENTERPRISE,HOUSE NO 03 SENTIE,JIJEN SAKALO ROAD,SENTIE,SENTIE,,0547058806,,SERVICE,A,
GOD IS KING ENTERPRISE,BAYORBOR'S HOUSE,GWOSI ROAD,KAJIABOI,NABULO,,0541385633,,SERVICE,A,
GOD IS KING ENTERPRISE,KOJO'S HOUSE,FACHOBOI,GBUNA BOI,NABULO,,0544783510,,SERVICE,A,
GOD IS ONE,AFTER THE BRIDGE BENEI SAKAI ROAD,ON THE WA ROAD ON THE FOM LEFT WA,SAKAI,SAKAI,,0242400104,,INDUSTRY,A,
GOD IS ONE TAILORING SHOP,OPPOSITE NANDZO'S HOUSE,,ZONGO,TUMU,,,,INDUSTRY,A,
GOD IS POWERFUL FASHION,OPPOSITE THE FELCOM BOUTIQUE,MAIN MARKET ROAD,ZONGO,TUMU,,,,INDUSTRY,A,
GOD IS WITH ME BEAUTY SALON,OPPOSITE SUUNY BEST COMPPANY,MAIN MARKET ROAD,ZONGO,TUMU,,0207715694,,SERVICE,A,
GOD WILL PROVIDE,BEHIND THE MARKET CENTRE,TUMU ROAD ON THE LEFT,SAKAI,SAKAI,,0240531445,,SERVICE,A,
GOD WILL PROVIDE ENTERPRISE,BEREKANA SAKALO,TUMU BUGBELLE ROAD,BEREKANA,SAKALO,,0241665504,,SERVICE,A,
GOD'S TIME IS THE BEST ENTERPRISE,OPPOSITE SKY FILLING STATION,TUMU WELEMBELLE ROAD,ASSEMBLY AREA,TUMU,,0209382462,,SERVICE,A,
GOD'S WAY ELECTRICALS SHOP,OPPOSITE ASAAWA DESIGNER ENTERPRISE,TUMU LEO ROAD,ZONGO,TUMU,,0243906642,,SERVICE,A,
GOIL FILLING STATION,NEAR THE GPRTU STATION,TUMU LEO ROAD,ZONGO,TUMU,"P.O.BOX 42, TUMU",0208330047,,SERVICE,A,
GOMINA JUA'S STORE,GOMINA'S HOUSE,,JANBON,YIGANTU,,0241795729,,SERVICE,A,
GOOD BAR,OPPOSITE THE  SASAI JUNIOR HIGH SCHOOL ON THE NANKPAWIE ROAD,BENEDINANKPAWIE ROAD,SAKAI,SAKAI,,0544422381,,SERVICE,A,
GOOD MAMA CHOP BAR,ADJACENT GOIL FILLING STATION,TUMU LEO ROAD,ZONGO,TUMU,,,,SERVICE,A,
GOODNESS AND MERCY COLD STORE,OPPOSITE MARKET,TOKUROBELLE ROAD,TOKUROBELLE,TUMU,,0502645308,,SERVICE,A,
GRACE AND GLORY LAUDRARY SERVICE,OPPOSITE TUTCO,LEO ROAD,TUTCO RESIDENTIAL,TUMU,"P.O.BOX 6, TUMU",0201777782,,SERVICE,A,
GRACE PROVIDER ACADEMY,OPPOSITE KANTON SECONDARY,BOLGA ROAD,STADIUM,TUMU,"P.O.BOX 52, TUMU",0208914482,,SERVICE,A,
GREAT FUCHU ENTERPRISE,BY KOMOR ROAD,KOMOR ROAD,KADOHO BOI,BAWIESIBOI,,0247855898,,SERVICE,A,
GUINESS DEPOT,NEAR MTN OFFICE,MAIN MARKET  ROAD,DAILY MARKET AREA,TUMU,"P.O.BOX 146, TUMU",,,SERVICE,A,
GWOLLU DUKES PETROLEUM,"FRAGA OIL OPPOSITE GH COTTON, TUMU",,TUMU,TUMU,"P.O BOX 39, TUMU",,,SERVICE,A,
GWOSI BASIC  SCHOOL,,,,GWOSI LOWER,"P.O.BOX 36, TUMU",0207691555,,SERVICE,A,
GWOSI UPPER BASIC  SCHOOL,OPPOSITE THE TWO COMMUNITY BORE HOLE,GWOSI ROAD,SPARIJAN,GWOSI UPPER,"P.O.BOX 36, TUMU",0207715165,,SERVICE,A,
HAJIA ABIBATA MUSAH STORE,OPPOSITE ZOOM STORE,ROADM TO MARKET,ZONGO,TUMU,,,,SERVICE,A,
HAJIA SADIA SHOP,BEHIND GOIL FILLING STATION,TUMU LEO ROAD,ZONGO,TUMU,,0502615144,,SERVICE,A,
HAKIMA ENTERPRISE,ADJACENT AHMADIYYA MOSQUE,ROAD TO MAIN MARKET,ZONGO,TUMU,,0243828823,,SERVICE,A,
HAKIMU STORE,ADJACENT TAPULIA VOLGANIZING SHOP FORKUBOI,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0247550777,,SERVICE,A,
HALEMBOI BASIC  SCHOOL,ON YOUR RIGHT FROM NABULO,NABULO FUNSI ROAD,HALEMBOI,HALEMBOI,,0245151496,,SERVICE,A,
HALEMBOI MOSQUE,ON YOUR LEFT FROM FUNSI,NABULO FUNSI ROAD,HALEMBOI,HALEMBOI,,0245151496,,SERVICE,A,
HAMID FASHION DESIGN,NEAR KANTON SENIOR SCHOOL 200 METERS FROM THE BOREHOLE,,NYAMEJAN EXTENSION,NYAMEJAN EXTENSION TUMU,,0208816234,,INDUSTRY,A,
HAMIDU SUMAILA STORE,BUOBOI TIMBAGA,TUMU ROAD ON THE LEFT FROM WA,TIMBAGA,TIMBAGA,,,,SERVICE,A,
HAMIDU WAHABU'S MILLING SERVICE,NAAVANBOI KUROBOI,BEHIND THE MOSQUE NAAVAANBOI,KUROBOI,KUROBOI,,,,INDUSTRY,A,
HAMIDU'S ENTERPRISE,BEHIND FACHOBOI CENTRAL MOSQUE,CENTRAL MOSQUE ROAD,FACHOBOI,NABULO FACHOBOI,,0509886574,,SERVICE,A,
HARUNA ENTERPRISE,SIPIABOI,SIPIABOI NAABUGUBELLE ROAD,NWANDUANU,NWANDUANU,,,,SERVICE,A,
HARUNA SHAIBU STORE,OPPOSITE LIMS HOTEL,WELEMBELLE TUMU ROAD,TUMU,TUMU,,0209383369,,SERVICE,A,
HARUNA'S GRINDING MILL,BAYORBORS HOUSE,,KAJIA BOI,NABULO,,0544856118,,INDUSTRY,A,
HARUNA'S STORE,OPPOSITE ABASS DODI'S HOUSE,STATION STREET,ZONGO,TUMU,,,,SERVICE,A,
HASAKI ENTERPRISE,OPPOSITE YARO'S OFFICE,TUMU LEO ROAD,ZONGO,TUMU,,0204203330,,SERVICE,A,
HAWA MORO TOIDIA STORE,ADJACENT LANDS COMMISION AND VALUATION,ROAD TO MARKET,ZONGO,TUMU,,,,SERVICE,A,
HAWAWU'S ENTERPRISE,ADJACENT THE WARE HOUE ON THE TUMU WELEMBELLE ROAD,TUMU WELEMBELLE,HULEMBELLE,KONG,,0209714598,,SERVICE,A,
HAYSENS AGRICULTURAL AND HADRODEZ LIMITED,OPPOSITE HILL TOP,WELEMBELLE TUMU ROAD,HILL TOP,TUMU,,0200627017,,SERVICE,A,
HERITAGE BUSINESS SERVICES LIMITED,ADJACENT YARO OFFICE,TUMU LEO ROAD,ZONGO,TUMU,"P.O.BOX 4, TUMU",0208613149,,SERVICE,A,
HILISSAK ENTERPRISE,OPPOSITE AGRIC BANK TUMU,WELEMBELLE LEO ROAD,,TUMU,,0269865935,,SERVICE,A,
HOLY CHILD BASIC SCHOOL,ON THE RIGHT FROM BUGUBELLE BEFORE POLICE STATION,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,"P.O.BOX 40, TUMU",0243836872,,SERVICE,A,
HOME TOUCH,,TUMU LEO ROAD,ZONGO,TUMU,,0208185441,,SERVICE,A,
HUDU NAFAAH ENTERPRISE,ADJACENT POLICE STATION,WELEMBELLE,ZONGO,TUMU,"P.O.BOX 12, TUMN",0208283747,,SERVICE,A,
HUDURAM WELDING AND AUTO MECHANIC,OPPOSITE TOTAL FILLING STATION,TUMU LEO ROAD,DIGLAFURU,TUMU,,0505005151,,INDUSTRY,A,
I FIX TECHNOLOGY,OPPOSITE TOATAL FILLING STATION,WELEBELLE LEO ROAD,DISTRICT ASSEMBLY,TUMU,,0201386091,,SERVICE,A,
IBRAHIM NADINA STORE,ADJACENT LANDS COMMISION,ROAD TO NO MONEY JUNCTION,ZONGO,TUMU,,,,SERVICE,A,
IBRAHIM RUKAYA'S STORE,OPPOSITE CHIEF IMAM HOUSE,CHIEF IMAM'S HOUSE LANE,MUOSHEI ZONGO,TUMU,,0207073328,,SERVICE,A,
ICONS BABERING SALON,ADJACENT MAMUDU WAALA HOUSE,DAM STREET,ZONGO,TUMU,,0206765353,,SERVICE,A,
IDDRISU ADAMU CHEMICAL STORE,NEXT TO NAMELUS BUILDERS,LORRY STATION STREET,ZONGO,TUMU,,0208558726,,SERVICE,A,
IDDRISU ADAMU HERBAL'S,OPPOSITE ALHAJI BONE BOUTIQUE,NO MONEY JUNCTION ROAD,ZONGO,TUMU,,0208558726,,SERVICE,A,
IDDRISU GRINDING MILL,HOUSE NO BU 152 PUAL BUGUBELLE,TUMU WELEMBELLE ROAD,BUGUBELLE,BUGUBELLE,,0249808572,,INDUSTRY,A,
IDDRISU STORE,ALONG THE KASANPUORI ROAD ADJACENT OSMAN'S BARBERING SHOP,,KASANA,KASANA,,0204082504,,SERVICE,A,
IMO GOOD WORK ENTERPRISE,OPPOSITE SAKAI JUNIOR HIGH SCHOOL ON BENEBI NANKPAWIE MAIN ROAD,BENEDI NANKPAWIE ROAD,SAKAI,SAKAI,"P.O.BOX 36, TUMU",0241793410,,SERVICE,A,
IN GOD WE TRUST BARBERY SHOP,JUST BEHIND SAKINA STORE,NABUGUBELLE BUJAN ROAD,NABUGUBELLE,NABUGUBELLE,,0208795221,,SERVICE,A,
INFORMATION SERVICE DEPARTMENT,,,ASSEMBLY AREA,TUMU,"P.O.BOX 12, TUMU",,,SERVICE,A,
INSUALI GRINDING MILL,100M AWAY FROM THE CENTRAL MOSQUE FROM WELEMBELLE,TUMU WELEMBELLE ROAD,BUGUBELLE,BUGUBELLE,,0544664565,,INDUSTRY,A,
INUSAH STORE,HOUSE NO WE 076,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0242045965,,SERVICE,A,
INUSAH'S GRINDING MILL,OPPOSITE VOGUWORUN COMPOUND,TUMU WELEMBELLE ROAD,HULEMBELLE,KONG,"P.O.BOX 36, TUMU",0208865085,,INDUSTRY,A,
IRAKUB COMPANY LTD,,,TUMU,TUMU,"P. O .BOX 59, TUMU",,,INDUSTRY,A,
IRON BOY DRINKING BAR,AT THE ENTRANCE OF THE COMMUNITY,NABUGUBELLE BUJAN ROAD,NABUGUBELLE,NABUGUBELLE,,0208467961,,SERVICE,A,
ISSAH BLACKSMITH CENTRE,ALONG THE KASANPUORI ROAD,,KASANA,KASANA,,0507519168,,INDUSTRY,A,
ISSAH PETROL SHELL,OPPOSITE NDC OFFICE ON TUMU WELEBELLE ROAD,TUMU WELEBELLE ROAD,DANDINLA,KONG,"P.O.BOX 36, TUMU",0204781002,,SERVICE,A,
ISSAH SAMADU ELECTRICALS,KARIKIBOI,SAKAI TUMU ROAD,BANDEI,BANDEI,,,,SERVICE,A,
ISSAH STORE,BEHIND THE SCHOOL IN NABUGUBELLE,NABUGUBELLE BUJAN ROAD,NABUGUBELLE,NABUGUBELLE,,,,SERVICE,A,
ISSAH STORE,BEHIND MAGEEN STORE ON THE BENEI NAKPAWIE ROAD,BENEI NAKPAWIE ROAD,SAKAI,SAKAI,,0547964041,,SERVICE,A,
ISSAH WELDING SHOP,BEHIND INSUALI GRINDING  MILL BUGUBELLE,TUMU WELEMBELLE ROAD,BUGUBELLE,BUGUBELLE,,0543166922,,INDUSTRY,A,
ISSAH'S ENTERPRISE,ISSAH BASINNA'S HOUSE,GWOSI ROAD,FACHOBOI,NABULO FACHOBOI,,,,INDUSTRY,A,
ISSAH'S ENTERPRISE,ALONG GWOSI ROAD,GWOSI ROAD,FACHOBOI,NABULO FACHO BOI,,,,SERVICE,A,
ISSAH'S WELDING SHOP,OPPOSITE GPRTU,TUMU LEO ROAD,ZONGO,TUMU,,0206595480,,INDUSTRY,A,
ISSAHAKU BAYOUNG STORE,HOUSE NO JI 17 JIJEN,BUGUBELLE SENTIE ROAD,JIJEN,JIJEN,,0246286656,,SERVICE,A,
ISSAHAKU STORE,OPPOSITE LILIXIA COMMUNITY MOSQUE,PULIMA LILIXIA ROAD,LILIXIA,LILIXIA,,0249735075,,SERVICE,A,
ISSAHAKU STORE,HOUSE NO 004 YALLIABOI,TUMU WAHABU ROAD,YALLIABOI WELEMBELLE,WELEMBELLE,,0245271965,,SERVICE,A,
ISSAHAKU STORE,IN FRONT OF WAJIABELLE HOUSE BEHIND THE BORE HOLE,,LILIXIA,LILIXIA,,0541772849,,SERVICE,A,
ISSAKA GRINDING MILL,AT THE TOWN ENTRANCE OPPOSITE THE SCHOOL,,WURU,WURU,,,,INDUSTRY,A,
ISSIF GRINDING MILL,OPPOSITE SAKAI JUNIOR HIGH SCHOOL,BENEDI NANKPAWIE ROAD,SAKAI,SAKAI,,0244669744,,INDUSTRY,A,
IBRAHIM CARPENTRY SHOP,ALONG GWOLU ROAD BETWEEN FIRE SERVICE OFFICE,,DIGLAFURO,TUMU,,0208967791,,INDUSTRY,A,
IBRAHIM FILLING STATION,OPPOSITE BUGUBELLE CENTRAL MOSQUE,TUMU WELEMBELLE ROAD,BUGUBELLE,BUGUBELLE,,0245374677,,SERVICE,A,
IBRAHIM GOMINA STORE,ALONG THE BOLGA ROAD UNDER THE VODAFONE MASK,,APINASA,BASSISAN,,0507550223,,SERVICE,A,
J/D ENTERPRISE,OPPOSITE ISSAH NANZDO'S HOUSE,TUMU HOME STREET,ZONGO,TUMU,,,,SERVICE,A,
JADU TAILORING SHOP,OPPOSITE CENTRAL MOSQUE MARKET SQUARE STATION,TUMU WELEBELLE ROAD,BUGUBELLE,BUGUBELLE,,0245659953,,INDUSTRY,A,
JAIK VENTURES LIMITED,"OPPOSITE COMMERCIAL BANK, TUMU",,TUMU,TUMU,"P.O. BOX 30, TUMU",,,INDUSTRY,A,
JALIBOI MOSQUE,ON YOUR LEFT FROM TUMU TO WELEMBELLE ROAD JALIBOI,TUMU WELEMBELLE ROAD,SAKALO,SAKALO,,0546650002,,SERVICE,A,
JAMES DRINKING BAR,OPPOSITE THE MTN POLE,,PIENG,PIENG,,0208467961,,SERVICE,A,
JANNI GRINDING MILL,BEHIND HOUSE NO WE 071 GBANABOI,TUMU WAHABU ROAD,WELEMBELLE,WELEMBELLE,,0247467467,,AGRICULTURE,A,
JANPON ABUN ENTERPRISE,AJUNBUN HOUSE,KAMATU JAN PATH,KAMATU JAN,GBENEBIESI,,,,SERVICE,A,
JAPAN FITTING SHOP,OPPOSITE OLD GPRTU STATION,TUMU LEO ROAD,ZONGO,TUMU,,0208954441,,SERVICE,A,
JB INTERNATIONAL MOTORS,OPPOSITE BUGUBELLE NBASIC SCHOOL BUGUBELLE,TUMU WELEMBELLE ROAD,BUGUBELLE,BUGUBELLE,,0241371231,,SERVICE,A,
JEHOVAH WITNESS,BEHIND EGALA PRIMARY SCHOOL,,KOSINJAN,TUMU,"P.O.BOX 77, TUMU",,,SERVICE,A,
JEPHERY HAIR CUT,OPPOSITE FIRST NATION BANKS,ROAD TO CHIEF PALACE,NYAMEJAN,TUMU,,0206710554,,SERVICE,A,
JESUS IS NMY REDEEMER FASHION CENTRE,NEAR FALIA SPOT,LOAD TO CHIEF PALACE,FREE LINE,TUMU,,0540926057,,INDUSTRY,A,
JIBILIRU'S ENTERPRISE,OPPOSITE CIRCUIT SUPERVISION BANGALOW,KAJIABOI TOWN ROAD,KAJIABOI,NABULO,,0248044531,,SERVICE,A,
JIJEN BASIC SCHOOL,ON YOUR LEFT FROM JIJEN TO SENTIE,BUGUBELLE SENTIE ROAD,JIJEN,JIJEN,,0248528022,,SERVICE,A,
JIJEN MOSQUE,HOUSE NO 04 JIJEN,BUGUBELLE SENTIE ROAD,JIJEN,JIJEN,,0545180600,,SERVICE,A,
JIMBILIA LATIF STORE,BALLIABOI JIMBILIA HOUSE,TUMU WELEMBELL ROAD,VAMBOI,VAMBOI,"P.O.BOX 10, TUMU",0241993599,,SERVICE,A,
JM SALAM ENTERPRISE,HOUSE NO WE 186 YALLIABOI,TUMU WAHABU ROAD,YALLIABOI WELEMBELLE,WELEMBELLE,,0248454141,,SERVICE,A,
JOLLY FRIENDS SPOT,NEAR AGRIC DEVELOPMENT BANK,TUMU LEO ROAD,ZONGO,TUMU,,0208350351,,SERVICE,A,
